授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目,年度
中国語IIＡC202,山田 晃三,,前期,火2,外国語群,,,2026
イタリア語IIＡ（演習）,"BERTELLI, GIULIO ANTONIO",,前期,火2,外国語群,,,2026
スペイン語IIＡ,塚原 信行,,前期,火2,外国語群,,,2026
日本語中級Ｉ（会話）,大和 祐子,,前期,火2,外国語群,,,2026
自然現象と数学,高井 敦史・音田 慎一郎,,前期,火3,自然群,,,2026
自然現象と数学,浜 孝之・浅田 安廣,,前期,火3,自然群,,,2026
微分積分学Ａ,久保 雅義,,前期,火3・火4,自然群,,,2026
微分積分学（講義・演義）Ａ,菊地 克彦,,前期,火3・金1,自然群,,,2026
微分積分学（講義・演義）Ａ,菊地 克彦,,前期,火3・金2,自然群,,,2026
微分積分学（講義・演義）Ａ,佐々木 建祀郎・跡部 発,,前期,火3・金1,自然群,,,2026
微分積分学（講義・演義）Ａ,佐々木 建祀郎・跡部 発,,前期,火3・金2,自然群,,,2026
線形代数学（講義・演義）Ａ,小菅 真吾・陽 煜,,前期,火3・金1,自然群,,,2026
線形代数学（講義・演義）Ａ,宮川 明裕・髙尾 尚武,,前期,火3・金1,自然群,,,2026
線形代数学（講義・演義）Ａ,小菅 真吾・陽 煜,,前期,火3・金2,自然群,,,2026
線形代数学（講義・演義）Ａ,髙尾 尚武・宮川 明裕,,前期,火3・金2,自然群,,,2026
線形代数学（講義・演義）Ａ,平川 亮太・美舩 健,,前期,火3・金1,自然群,,,2026
線形代数学（講義・演義）Ａ,平川 亮太・美舩 健,,前期,火3・金2,自然群,,,2026
Honors Mathematics B-E2,COLLINS，Benoit Vincent Pierre,,前期,火3,自然群,,,2026
Mathematical Description of Natural Phenomena,CHANG，Kai-Chun,,前期,火3,自然群,,,2026
Calculus-E2,Arseniy Aleksandrovich，Kuzmin,,前期,火3,自然群,,,2026
物理学実験,銭廣 十三,,前期,火3・火4,自然群,,,2026
みんなの物理Ｉ,舟橋 春彦,,前期,火3,自然群,,,2026
A Guide to Modern Physics A-E2,"WENDELL,Roger",,前期,火3,自然群,,,2026
Analytic Dynamics-E2,"PETERS,Robert",,前期,火3,自然群,,,2026
基礎化学実験,津江 広人・高橋 弘樹・山本 潤子・新林 卓也・宗 正智・謝 冰,,前期,火3・火4,自然群,,,2026
化学概論Ｉ,中村 敏浩,,前期,火3,自然群,,,2026
Introduction to Inorganic Chemistry A-E2,Tong Zhu,,前期,火3,自然群,,,2026
Basic Physical Chemistry (thermodynamics)-E2,ARIVAZHAGAN RAJENDRAN,,前期,火3,自然群,,,2026
地球科学実験,小木曽 哲・石村 豊穂・加藤 護・藤井 悠里・桑野 太輔・渡邊 裕美子・伊神 洋平・西川 友章,,前期,火3・火4,自然群,,,2026
英語リーディング,林 美穂子,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,ダルスキー 智子,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,Schipper Sara,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,柳瀬 陽介,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,ARMSTRONG，Wesley James,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,LeBlanc Catherine,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,MILNE，Daniel,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,八木 淳一,,前期,火3,外国語群,,,2026
英語ライティング－リスニングＡ,"RYLANDER, John",,前期,火3,外国語群,,,2026
ドイツ語ＩＡ（文法）,細見 和之,,前期,火3,外国語群,,,2026
ドイツ語ＩＡ（演習）,武田 良材,,前期,火3,外国語群,,,2026
ドイツ語ＩＡ（演習）,菅 利恵,,前期,火3,外国語群,,,2026
ドイツ語ＩＡ（演習）,西井 美幸,,前期,火3,外国語群,,,2026
フランス語ＩＡ（文法）,上田 泰史,,前期,火3,外国語群,,,2026
フランス語ＩＡ（文法）,柴田 秀樹,,前期,火3,外国語群,,,2026
フランス語ＩＡ（演習）,GRAZIANI，Jean-Francois Rene,,前期,火3,外国語群,,,2026
中国語ＩＡ（文法）,成田 健太郎,,前期,火3,外国語群,,,2026
中国語ＩＡ（文法）,山田 晃三,,前期,火3,外国語群,,,2026
中国語ＩＡ（文法）,劉 愛群,,前期,火3,外国語群,,,2026
中国語ＩＡ（演習）,小野寺 史郎,,前期,火3,外国語群,,,2026
中国語ＩＡ（演習）,黄 明月,,前期,火3,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・駒村 幸,,前期,火3,外国語群,,,2026
ドイツ語IIＡ（ライティング）,OERTLE，Simon,,前期,火3,外国語群,,,2026
フランス語IIＡ,中筋 朋,,前期,火3,外国語群,,,2026
中国語IIＡC203,津守 陽,,前期,火3,外国語群,,,2026
アラビア語IIＡ（演習）,三代川 寛子,,前期,火3,外国語群,,,2026
日本語初級Ｉ（８Ｈコース）,河内 彩香・高橋 旬子,,前期,火3・火4・金3・金4,外国語群,,,2026
日本語初級II（８Ｈコース）,湯川 志貴子・三原 千佳・亀川 順代,,前期,火3・火4・木3・木4,外国語群,,,2026
日本語中級Ｉ（８Ｈコース）,河合 淳子・三原 千佳・中 智恵子,,前期,火3・火4・木2・木3,外国語群,,,2026
日本語アカデミック・ライティングII,半田 佳奈子,,前期,火3,外国語群,,,2026
日本語上級Ａ（総合）,手塚 まゆ子,,前期,火3,外国語群,,,2026
情報AI基礎［農学部］,三宅 武,,前期,火3,情報群,,情報基礎実践,2026
情報AI基礎演習［工学部］ （理工化学科）,古谷 勉・殿村 修・出垣 大貴,,前期,火3,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （理工化学科）,春田 直毅・三浦 理紗子,,前期,火3,情報群,,プログラミング入門,2026
自然現象と数学,杉野 未奈・大谷 真,,前期,火4,自然群,,,2026
自然現象と数学,長田 孝二・大和田 拓,,前期,火4,自然群,,,2026
自然現象と数学,大和田 拓,,前期,火4,自然群,,,2026
数学基礎Ａ ［文系］,上木 直昌,,前期,火4・木2,自然群,,,2026
微分積分学続論Ｉ－ベクトル解析,髙尾 尚武,,前期,火4,自然群,,,2026
線形代数学続論,坂上 貴之,,前期,火4,自然群,,,2026
線形代数学続論,鈴木 美裕,,前期,火4,自然群,,,2026
線形代数学A ［文系］,稲生 啓行,,前期,火4,自然群,,,2026
線形代数学A ［文系］,平賀 郁,,前期,火4,自然群,,,2026
振動・波動論,森成 隆夫,,前期,火4,自然群,,,2026
Physics of Wave and Oscillation-E2,AMAR，Julien Samuel,,前期,火4,自然群,,,2026
基礎物理化学要論,片平 正人・佐川 尚・永田 崇,,前期,火4,自然群,,,2026
Basic Organic Chemistry I-E2,"SINGH, Vaibhav Pal",,前期,火4,自然群,,,2026
生物学のフロンティア,森 哲・川口 真也・沼田 圭司・渡邉 大・柳田 素子・高橋 淑子・土居 秀幸・山中 伸弥・松浦 健二・湊 長博・三谷 曜子・神谷 之康・荒木 崇・中村 美知夫,,前期,火4,自然群,,,2026
遺伝学概論,井上 博茂,,前期,火4,自然群,,,2026
生化学入門,加藤 紀彦・坂本 雅行,,前期,火4,自然群,,,2026
Principles of Genetics-E2,THUMKEO，Dean,,前期,火4,自然群,,,2026
図学Ａ,中嶋 節子,,前期,火4,自然群,,,2026
図学Ａ,前田 昌弘,,前期,火4,自然群,,,2026
データ分析演習II,田村 寛・植嶋 大晃,,前期,火4,自然群,,,2026
Introduction to Molecular Cell Biology-E2,MACPHERSON TOM,,前期,火4,自然群,,,2026
英語リーディング,吉田 恭子,,前期,火4,外国語群,,,2026
英語リーディング,PETERSON，Mark,,前期,火4,外国語群,,,2026
英語リーディング,前田 祐子,,前期,火4,外国語群,,,2026
英語リーディング,塩谷 直史,,前期,火4,外国語群,,,2026
英語リーディング 単位未修得者クラス,中村 仁紀,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,佐藤 龍一,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,"RYLANDER, John",,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,八木 淳一,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,MILNE，Daniel,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,ダルスキー 智子,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,MCCARTHY，Tanya Miranda,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,柳瀬 陽介,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＡ,ARMSTRONG，Wesley James,,前期,火4,外国語群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,金丸 敏幸,,前期,火4,外国語群,,,2026
ドイツ語ＩＡ（文法）,須藤 秀平,,前期,火4,外国語群,,,2026
ドイツ語ＩＡ（文法）,小林 哲也・五反田 純,,前期,火4,外国語群,,,2026
フランス語ＩＡ（文法）,柴田 秀樹,,前期,火4,外国語群,,,2026
フランス語ＩＢ（文法） 再履修クラス,西山 教行,,前期,火4,外国語群,,,2026
フランス語ＩＢ（演習） 再履修クラス,LAFITTE， Raphael,,前期,火4,外国語群,,,2026
中国語ＩＢ（文法） 再履修クラス,山田 晃三,,前期,火4,外国語群,,,2026
中国語ＩＡ（演習）,小野寺 史郎,,前期,火4,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・駒村 幸,,前期,火4,外国語群,,,2026
ドイツ語IIＡ,武田 良材,,前期,火4,外国語群,,,2026
ドイツ語IIＡ,西井 美幸,,前期,火4,外国語群,,,2026
ドイツ語IIIＡ,細見 和之,,前期,火4,外国語群,,,2026
中国語IIＡC215,黄 明月,,前期,火4,外国語群,,,2026
スペイン語IIＡ,塚原 信行・牛島 万,,前期,火4,外国語群,,,2026
スペイン語IIＡ,塚原 信行・川添 誠,,前期,火4,外国語群,,,2026
日本語中級II（作文）,手塚 まゆ子,,前期,火4,外国語群,,,2026
スペイン語IIIＡ,塚原 信行・柿原 武史,,前期,火4,外国語群,,,2026
プログラミング演習（Java）,立木 秀樹,,前期,火4・火5,情報群,,,2026
情報AI基礎演習［工学部］ （理工化学科）,古谷 勉・殿村 修・出垣 大貴,,前期,火4,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （理工化学科）,春田 直毅・三浦 理紗子,,前期,火4,情報群,,プログラミング入門,2026
Practice in Basics of Informatics and AI,ZHU Fan・岸田 潔・上田 恭平・岩井 裕正,,前期,火4,情報群,,,2026
振動・波動論,薄 良彦・中西 俊博,,前期,火5,自然群,,,2026
データ分析基礎,原 尚幸,,前期,火5,自然群,,,2026
Biological Sciences through Scientific Articles I-E2,TAKENAKA，Mizuki,,前期,火5,自然群,,,2026
英語リーディング 単位未修得者クラス,森口 由香,,前期,火5,外国語群,,,2026
英語ライティング－リスニングＡ 上級,MILNE，Daniel,,前期,火5,外国語群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,佐藤 龍一,,前期,火5,外国語群,,,2026
ドイツ語ＩＡ（演習）,須藤 秀平,,前期,火5,外国語群,,,2026
ドイツ語ＩＡ（演習）,西井 美幸,,前期,火5,外国語群,,,2026
フランス語ＩＡ（文法）,柴田 秀樹,,前期,火5,外国語群,,,2026
フランス語ＩＡ（文法）,西山 教行,,前期,火5,外国語群,,,2026
中国語ＩＡ（演習）,黄 明月,,前期,火5,外国語群,,,2026
ロシア語ＩＡ（文法）,堀口 大樹,,前期,火5,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・牛島 万,,前期,火5,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・川添 誠,,前期,火5,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・駒村 幸,,前期,火5,外国語群,,,2026
朝鮮語ＩＡ（演習）,文 斗卓,,前期,火5,外国語群,,,2026
アラビア語ＩＡ（文法）,三代川 寛子,,前期,火5,外国語群,,,2026
フランス語IIＡ（演習）,LAFITTE， Raphael,,前期,火5,外国語群,,,2026
中国語IIＡC216,劉 愛群,,前期,火5,外国語群,,,2026
ロシア語IIＡ,Svetlana，Vinogradova,,前期,火5,外国語群,,,2026
日本語上級（会話）,湯川 志貴子,,前期,火5,外国語群,,,2026
日本語中級I（６Ｈコース）,佐々木 幸喜・河内 彩香・三原 千佳,,前期,火5・金4・金5,外国語群,,,2026
日本語中級II（６Ｈコース）,佐々木 幸喜・河合 淳子・三登 由利子,,前期,火5・金4・金5,外国語群,,,2026
日本語上級（文献講読IIIA）,佐々木 幸喜,,前期,火5,外国語群,,,2026
イタリア語ＩＡ（文法）,勝又 泰洋,,前期,火5,外国語群,,,2026
イタリア語ＩＡ（文法）,河合 成雄,,前期,火5,外国語群,,,2026
イタリア語ＩＡ（４Ｈコース）,霜田 洋祐,,前期,火5・金4,外国語群,,,2026
Fundamentals of Artificial Intelligence-E2,"LALA, Divesh Kanu",,前期,火5,情報群,,,2026
Programming Practice (Python) -E2,"THIES, Holger",,前期,火5,情報群,,,2026
情報AI基礎［全学向］,田島 敬史・東風上 奏絵・黄 尹柔,,前期,火5,情報群,,情報基礎実践,2026
微分積分学（講義・演義）Ａ,難波 隆弥・渡辺 聡美,,前期,水1・木2,自然群,,,2026
微分積分学（講義・演義）Ａ,上野 智弘,,前期,水1・木1,自然群,,,2026
微分積分学（講義・演義）Ａ,岡安 類・窪田 陽介,,前期,水1・金3,自然群,,,2026
線形代数学（講義・演義）Ａ,吉安 徹・石川 勝巳,,前期,水1・金3,自然群,,,2026
線形代数学（講義・演義）Ａ,足立 匡義,,前期,水1・木2,自然群,,,2026
熱力学,吉田 恒也,,前期,水1,自然群,,,2026
Basic Physical Chemistry (quantum theory)-E2,Nguyen Thanh Phuc,,前期,水1,自然群,,,2026
生物・生命科学入門,松下 智直・野田口 理孝・布施 静香・高原 和彦・青木 一洋,,前期,水1,自然群,,,2026
生物・生命科学入門,野田口 理孝・松下 智直・中野 隆文・安原 崇哲・佐藤 ゆたか,,前期,水1,自然群,,,2026
英語リーディング,林 美穂子,,前期,水1,外国語群,,,2026
英語リーディング,國友 万裕,,前期,水1,外国語群,,,2026
英語リーディング,勝又 直也,,前期,水1,外国語群,,,2026
英語ライティング－リスニングＡ,Peterson Sung,,前期,水1,外国語群,,,2026
英語ライティング－リスニングＡ 上級,Lees，David,,前期,水1,外国語群,,,2026
コンピュータグラフィックス実習,日置 尋久,,前期,水1・水2,情報群,,,2026
情報AI基礎演習［文学部］,徐 勤,,前期,水1,情報群,,プログラミング入門,2026
自然現象と数学,鹿島 久嗣・宮崎 修次,,前期,水2,自然群,,,2026
微分積分学続論Ｉ－ベクトル解析,谷口 正樹,,前期,水2,自然群,,,2026
確率論基礎,白石 大典,,前期,水2,自然群,,,2026
微分積分学（講義・演義）Ａ,難波 隆弥・渡辺 聡美,,前期,水2・木2,自然群,,,2026
微分積分学（講義・演義）Ａ,岡安 類・窪田 陽介,,前期,水2・金3,自然群,,,2026
微分積分学（講義・演義）Ａ,上野 智弘,,前期,水2・木1,自然群,,,2026
線形代数学（講義・演義）Ａ,吉安 徹・石川 勝巳,,前期,水2・金3,自然群,,,2026
線形代数学（講義・演義）Ａ,足立 匡義,,前期,水2・木2,自然群,,,2026
初修物理学Ａ,石井 裕剛,,前期,水2,自然群,,,2026
熱力学,佐々 真一,,前期,水2,自然群,,,2026
振動・波動論,北川 俊作,,前期,水2,自然群,,,2026
